"","meanlog","sdlog","aic","LL"
"1",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"2",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"3",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"4",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"5",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"6",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"7",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"8",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"9",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"10",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"11",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"12",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"13",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"14",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"15",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"16",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"17",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"18",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"19",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"20",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"21",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"22",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"23",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"24",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"25",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"26",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"27",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"28",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"29",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"30",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"31",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"32",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"33",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"34",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"35",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"36",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"37",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"38",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"39",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"40",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"41",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"42",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"43",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"44",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"45",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"46",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"47",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"48",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"49",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"50",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"51",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"52",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"53",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"54",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"55",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"56",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"57",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"58",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"59",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"60",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"61",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"62",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"63",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"64",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"65",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"66",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"67",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"68",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"69",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"70",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"71",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"72",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"73",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"74",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"75",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"76",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"77",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"78",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"79",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"80",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"81",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"82",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"83",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"84",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"85",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"86",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"87",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"88",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"89",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"90",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"91",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"92",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"93",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"94",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"95",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"96",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"97",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"98",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"99",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"100",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"101",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"102",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"103",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"104",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"105",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"106",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"107",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"108",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"109",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"110",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"111",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"112",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"113",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"114",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"115",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"116",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"117",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"118",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"119",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"120",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"121",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"122",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"123",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"124",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"125",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"126",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"127",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"128",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"129",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"130",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"131",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"132",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"133",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"134",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"135",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"136",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"137",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"138",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"139",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"140",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"141",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"142",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"143",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"144",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"145",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"146",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"147",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"148",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"149",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"150",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"151",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"152",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"153",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"154",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"155",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"156",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"157",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"158",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"159",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"160",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"161",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"162",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"163",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"164",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"165",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"166",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"167",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"168",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"169",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"170",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"171",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"172",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"173",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"174",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"175",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"176",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"177",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"178",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"179",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"180",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"181",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"182",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"183",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"184",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"185",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"186",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"187",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"188",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"189",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"190",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"191",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"192",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"193",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"194",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"195",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"196",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"197",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"198",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"199",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"200",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"201",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"202",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"203",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"204",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"205",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"206",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"207",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"208",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"209",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"210",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"211",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"212",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"213",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"214",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"215",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"216",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"217",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"218",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"219",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"220",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"221",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"222",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"223",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"224",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"225",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"226",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"227",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"228",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"229",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"230",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"231",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"232",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"233",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"234",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"235",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"236",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"237",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"238",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"239",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"240",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"241",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"242",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"243",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"244",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"245",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"246",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"247",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"248",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"249",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"250",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"251",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"252",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"253",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"254",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"255",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"256",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"257",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"258",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"259",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"260",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"261",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"262",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"263",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"264",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"265",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"266",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"267",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"268",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"269",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"270",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"271",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"272",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"273",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"274",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"275",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"276",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"277",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"278",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"279",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"280",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"281",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"282",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"283",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"284",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"285",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"286",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"287",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"288",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"289",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"290",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"291",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"292",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"293",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"294",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"295",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"296",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"297",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"298",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"299",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"300",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"301",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"302",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"303",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"304",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"305",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"306",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"307",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"308",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"309",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"310",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"311",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"312",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"313",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"314",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"315",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"316",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"317",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"318",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"319",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"320",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"321",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"322",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"323",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"324",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"325",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"326",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"327",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"328",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"329",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"330",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"331",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"332",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"333",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
"334",-1.82702580370115,0.331990243513887,-3507322.94490949,1753663.47245474
